neck_angle,shoulder_tilt,spine_angle,forward_head_ratio,hip_shoulder_alignment,ear_shoulder_distance,shoulder_symmetry,torso_lean,label,posture_class
172.146,0.6523,175.0845,0.0498,181.2577,0.1295,0.9797,3.2266,0,Good Posture
158.1527,26.8241,161.1287,0.0733,169.6531,0.123,0.7886,20.8768,3,Lateral Tilt
172.8615,3.0773,176.3154,0.0504,180.0186,0.1318,0.9765,1.1396,0,Good Posture
128.5836,2.6335,162.2324,0.3473,175.8127,0.3595,0.9211,3.5866,2,Forward Head
121.2209,1.89,162.3905,0.4046,171.9103,0.3171,0.9576,6.9247,2,Forward Head
136.5549,3.9389,135.1406,0.1881,168.5135,0.2668,0.949,14.0119,1,Slouching
155.7203,20.4314,159.4683,0.083,165.2786,0.1077,0.7317,19.1289,3,Lateral Tilt
160.7089,15.2687,167.8146,0.0768,167.6157,0.1794,0.7382,27.321,3,Lateral Tilt
172.0544,1.2009,171.4902,0.0,177.9175,0.1554,0.9966,1.3144,0,Good Posture
140.1402,3.7869,139.5098,0.0927,156.1667,0.2234,0.9206,19.0996,1,Slouching
167.3974,1.2693,173.2228,0.0327,178.1456,0.1034,0.9827,1.9246,0,Good Posture
143.7438,1.3695,157.7312,0.1851,162.7132,0.1878,0.8308,24.7646,1,Slouching
132.6085,3.333,174.1709,0.3122,170.3834,0.3201,0.9435,1.6565,2,Forward Head
130.3773,0.3475,170.2296,0.3316,174.7294,0.3673,0.9581,4.1799,2,Forward Head
136.7931,5.187,145.8574,0.1069,153.5976,0.216,0.9144,17.5214,1,Slouching
157.5631,18.436,171.2365,0.0841,175.7066,0.18,0.8267,18.3734,3,Lateral Tilt
129.9194,5.0613,172.3792,0.2597,169.8938,0.2539,0.9523,6.3333,2,Forward Head
130.1372,1.3951,170.3157,0.323,178.1618,0.3828,0.9194,6.6406,2,Forward Head
150.848,6.6153,150.7259,0.2458,172.4808,0.1725,0.965,16.9158,1,Slouching
166.2906,2.3576,177.9256,0.06,178.5687,0.14,0.953,3.0168,0,Good Posture
153.3203,20.1452,164.3913,0.0699,169.0988,0.097,0.8958,17.4862,3,Lateral Tilt
167.61,4.1336,180.0,0.0696,178.256,0.1038,0.9717,2.7838,0,Good Posture
166.1937,11.6308,165.0735,0.0916,167.2265,0.1614,0.7859,15.3879,3,Lateral Tilt
128.474,2.9375,168.6799,0.3351,174.5476,0.2962,0.924,6.2798,2,Forward Head
148.2771,6.0709,145.6502,0.1485,174.107,0.2474,0.9289,15.559,1,Slouching
143.551,3.2717,167.616,0.2901,170.2549,0.3724,0.9079,5.6908,2,Forward Head
162.9437,18.7281,155.5398,0.0781,169.1424,0.1374,0.7462,13.2672,3,Lateral Tilt
163.9421,2.4824,180.0,0.0504,178.6758,0.1339,0.9673,4.5538,0,Good Posture
161.8538,32.5705,158.6146,0.0475,169.168,0.2035,0.7298,16.6709,3,Lateral Tilt
143.4944,4.6892,143.289,0.1888,158.3501,0.2088,0.8492,13.1071,1,Slouching
169.0804,23.8817,158.6388,0.1014,158.2633,0.1373,0.8467,15.2424,3,Lateral Tilt
163.2167,1.2965,136.7443,0.1324,165.3046,0.2006,0.8506,21.2717,1,Slouching
142.0781,0.0,161.287,0.1688,151.0643,0.2531,0.8611,17.0331,1,Slouching
151.2912,3.3214,122.3358,0.2044,161.084,0.1303,0.8757,22.8409,1,Slouching
149.0499,9.3419,149.5448,0.108,165.9005,0.2656,1.0,9.3825,1,Slouching
130.2174,2.6765,169.3235,0.3375,174.437,0.3034,0.9497,5.9599,2,Forward Head
159.844,5.6727,142.2286,0.0855,152.8987,0.1865,0.9384,17.3124,1,Slouching
166.3043,21.9994,168.5384,0.0952,164.7076,0.1452,0.7291,18.0871,3,Lateral Tilt
156.5824,7.8159,143.5911,0.1533,153.9526,0.2451,0.865,10.971,1,Slouching
139.6097,7.8726,123.2991,0.144,143.5534,0.1809,0.888,13.2088,1,Slouching
165.6176,16.9163,163.7039,0.0837,163.8585,0.1436,0.807,19.0484,3,Lateral Tilt
134.4936,2.4595,168.8709,0.2588,174.814,0.3161,0.9317,4.2766,2,Forward Head
170.4481,16.2036,168.5863,0.0542,165.6487,0.185,0.7637,8.6513,3,Lateral Tilt
168.2531,1.9008,180.0,0.0451,176.925,0.107,0.9874,1.7282,0,Good Posture
159.8519,19.1347,156.4053,0.1114,168.2332,0.1244,0.7299,16.8271,3,Lateral Tilt
124.7115,2.796,173.7878,0.267,165.708,0.2674,0.9698,5.5095,2,Forward Head
145.2541,5.227,141.5416,0.2009,145.6442,0.1712,1.0,9.81,1,Slouching
168.1046,1.9783,176.6389,0.0501,176.6908,0.1178,0.9791,1.445,0,Good Posture
144.6299,5.3423,145.4951,0.1129,153.4781,0.1401,0.9545,13.4819,1,Slouching
168.3882,17.9616,169.2596,0.1074,168.3289,0.122,0.8268,17.6992,3,Lateral Tilt
163.1711,17.6421,160.5804,0.0843,170.5319,0.1601,0.6386,11.4286,3,Lateral Tilt
159.8445,15.4344,173.8496,0.1073,171.2001,0.1507,0.7403,16.9971,3,Lateral Tilt
125.0533,4.4392,167.7191,0.2856,173.7408,0.2829,0.9297,5.2429,2,Forward Head
175.188,1.9657,172.0021,0.0399,180.5219,0.1309,0.9776,1.4498,0,Good Posture
134.3265,3.6931,163.9663,0.2235,178.1496,0.3907,0.8654,4.0836,2,Forward Head
163.5894,14.8457,160.6778,0.1008,166.9765,0.1284,0.7312,14.1517,3,Lateral Tilt
138.4085,2.8427,161.3985,0.15,161.257,0.1684,0.8688,20.4099,1,Slouching
169.5507,1.6685,176.8425,0.0652,176.4085,0.1085,0.9772,0.0,0,Good Posture
139.1469,10.6713,145.3945,0.1808,150.1342,0.2145,0.9124,5.5518,1,Slouching
163.5092,14.5397,164.659,0.0378,167.6188,0.1849,0.7433,16.7964,3,Lateral Tilt
160.6974,17.6376,164.2175,0.0634,179.5084,0.1171,0.8403,16.036,3,Lateral Tilt
160.0713,14.1311,159.9595,0.0825,162.5605,0.1195,0.7377,16.697,3,Lateral Tilt
180.0,17.2943,163.3713,0.0834,166.7864,0.1437,0.8572,17.3773,3,Lateral Tilt
149.4482,3.2261,130.2274,0.1329,163.2355,0.1865,0.8661,19.6284,1,Slouching
130.9056,0.0,160.6813,0.3308,176.1487,0.2745,0.9327,5.5894,2,Forward Head
153.2215,25.8729,170.4324,0.0934,177.5375,0.1107,0.8933,13.1739,3,Lateral Tilt
151.7259,5.6234,134.659,0.1287,150.1412,0.1969,0.917,17.091,1,Slouching
136.8548,2.5007,168.8302,0.2327,179.3915,0.3795,0.934,4.1906,2,Forward Head
172.0027,2.0747,175.0212,0.0368,180.0965,0.1284,0.9849,1.2109,0,Good Posture
147.0965,0.0,142.1932,0.0613,165.9576,0.1566,0.9502,19.7293,1,Slouching
164.1193,10.3294,156.5598,0.062,170.6126,0.1204,0.7189,13.9266,3,Lateral Tilt
128.2572,3.6283,166.7357,0.3157,173.7566,0.3617,0.9785,5.156,2,Forward Head
128.6466,4.7936,169.6893,0.2436,171.7164,0.3032,0.8877,3.6194,2,Forward Head
175.2174,0.0,178.0976,0.0725,174.7271,0.1118,0.9689,1.6776,0,Good Posture
129.4213,7.9354,138.5158,0.1843,154.4524,0.2012,0.8926,21.0606,1,Slouching
163.7498,1.2064,177.3828,0.0249,178.8807,0.0929,0.9847,1.9465,0,Good Posture
168.0871,14.6329,169.439,0.122,171.9059,0.1335,0.7885,10.3751,3,Lateral Tilt
153.5435,12.4575,157.1484,0.0901,165.4093,0.1239,0.7209,1.8372,3,Lateral Tilt
169.0763,3.0443,180.0,0.0725,177.1933,0.0979,1.0,2.0888,0,Good Posture
166.9253,4.4622,166.3132,0.0365,163.1701,0.1156,0.7402,11.1243,3,Lateral Tilt
146.1444,7.5488,150.5429,0.1733,148.6005,0.1237,0.8843,20.0082,1,Slouching
159.4656,24.6725,162.264,0.0425,165.845,0.1328,0.7961,19.2548,3,Lateral Tilt
172.3626,3.6631,177.4614,0.0601,181.2,0.1434,0.9938,2.9731,0,Good Posture
168.4436,21.0487,172.0953,0.0215,171.3361,0.1695,0.6997,13.5717,3,Lateral Tilt
139.8603,2.7485,170.6851,0.3373,169.4898,0.2173,0.9508,5.1446,2,Forward Head
173.1267,11.1916,173.4616,0.0722,168.1769,0.1074,0.7337,15.4855,3,Lateral Tilt
163.3386,14.9372,162.6913,0.0409,173.6322,0.1881,0.8387,24.3526,3,Lateral Tilt
157.1388,16.4627,166.9497,0.0822,161.7672,0.0911,0.7355,22.0387,3,Lateral Tilt
173.4285,14.7688,162.6072,0.0955,176.1094,0.1244,0.7001,21.1571,3,Lateral Tilt
170.9911,16.5723,171.4994,0.0586,172.6544,0.1943,0.8529,18.5289,3,Lateral Tilt
167.5766,4.5791,180.0,0.0347,176.3513,0.1372,0.9761,1.9319,0,Good Posture
133.2997,5.5438,169.1119,0.2576,172.1782,0.2517,0.9717,5.1637,2,Forward Head
133.8337,6.774,139.2081,0.1422,151.3844,0.1684,0.8997,13.922,1,Slouching
155.5633,2.3767,150.0209,0.1388,153.7336,0.1926,0.8662,14.9295,1,Slouching
166.2799,12.4037,171.2597,0.1075,166.1841,0.1335,0.7718,14.1085,3,Lateral Tilt
135.4695,3.1047,172.1818,0.2899,173.525,0.318,0.9371,5.5179,2,Forward Head
142.3641,10.0246,142.8016,0.062,139.0089,0.2014,0.9246,16.8773,1,Slouching
146.4023,0.9898,141.7054,0.1553,151.3636,0.1913,0.8963,14.5956,1,Slouching
172.1163,17.333,158.0676,0.0643,167.0801,0.1552,0.7195,14.1542,3,Lateral Tilt
127.8334,3.384,169.1101,0.316,171.4467,0.3011,1.0,6.8136,2,Forward Head
150.7473,4.5268,139.8667,0.2166,148.1506,0.2014,0.9261,6.8433,1,Slouching
142.7615,2.1064,149.0477,0.1209,172.3204,0.2476,0.9085,20.1349,1,Slouching
164.1955,12.0581,165.969,0.1108,166.9222,0.148,0.7964,11.9784,3,Lateral Tilt
150.0565,1.196,179.2969,0.2823,169.6301,0.3364,0.9225,5.7981,2,Forward Head
148.6165,3.9321,145.2335,0.1779,145.1397,0.1726,0.9183,25.4911,1,Slouching
168.5163,9.1311,145.388,0.0885,160.8762,0.1336,0.7619,25.937,3,Lateral Tilt
142.6444,9.3583,157.23,0.1468,146.9324,0.1166,0.8411,8.1308,1,Slouching
140.0402,3.5695,160.1468,0.323,176.1936,0.3159,0.9923,6.7197,2,Forward Head
153.7192,3.2864,145.3506,0.1882,151.1259,0.1982,0.8993,18.4166,1,Slouching
131.0599,2.4146,165.5274,0.3449,168.6967,0.4123,0.998,5.5135,2,Forward Head
167.0633,2.123,176.3718,0.0791,180.1135,0.1358,0.9808,4.1157,0,Good Posture
171.9054,2.7582,178.1806,0.1052,179.1772,0.1098,0.9797,0.0,0,Good Posture
175.8567,3.4953,175.8419,0.0852,179.1163,0.1278,0.9795,3.8354,0,Good Posture
130.1408,4.7834,165.3104,0.3168,165.7322,0.3404,0.9986,3.0103,2,Forward Head
144.1653,6.1799,139.0955,0.1573,158.6822,0.2078,0.8592,16.0318,1,Slouching
160.7895,11.6636,169.1307,0.0896,169.9936,0.1289,0.7632,16.1453,3,Lateral Tilt
149.02,2.3278,133.5854,0.1528,161.9003,0.1322,0.9328,19.0865,1,Slouching
128.2686,3.6665,173.1966,0.3334,169.1437,0.3789,0.931,2.5286,2,Forward Head
162.4728,6.7115,140.3548,0.1255,154.2564,0.1904,0.9447,15.9321,1,Slouching
168.8183,20.0037,162.867,0.0763,167.2589,0.1552,0.758,16.048,3,Lateral Tilt
131.6371,5.33,170.5013,0.2915,177.4095,0.2018,1.0,1.5881,2,Forward Head
135.7733,0.0,130.6489,0.0958,149.3278,0.2781,0.879,15.8888,1,Slouching
172.8438,2.6664,173.9171,0.0732,174.7568,0.1323,0.9859,1.5357,0,Good Posture
158.1766,17.7376,163.6183,0.093,169.0783,0.1294,0.7535,12.4177,3,Lateral Tilt
162.7192,20.5129,163.3556,0.1016,168.8485,0.1545,0.7344,13.8936,3,Lateral Tilt
167.1247,3.1175,174.4159,0.0487,178.2753,0.125,0.9788,2.3221,0,Good Posture
179.6505,3.1769,174.9422,0.0447,178.0674,0.1309,0.9682,3.6715,0,Good Posture
171.6736,4.1024,176.9514,0.0199,181.1558,0.1,0.9762,2.3753,0,Good Posture
163.1668,14.8235,165.6837,0.0703,170.5112,0.0913,0.7732,18.6578,3,Lateral Tilt
171.6344,1.5383,172.4842,0.0323,179.6045,0.1446,0.9736,2.6876,0,Good Posture
168.9224,3.0763,179.5071,0.0515,182.8858,0.0924,0.963,1.9167,0,Good Posture
133.4105,4.5346,168.577,0.3165,172.3395,0.3543,0.9494,5.1315,2,Forward Head
157.8668,20.4956,165.6396,0.0991,165.5038,0.0838,0.753,20.0342,3,Lateral Tilt
121.1075,5.3094,177.4697,0.2811,166.8362,0.2997,0.9404,6.1276,2,Forward Head
153.2353,7.3901,145.1215,0.111,160.1647,0.2008,0.8072,18.9131,1,Slouching
139.1261,4.5754,157.7866,0.1793,155.0703,0.1905,0.9031,12.4412,1,Slouching
130.5533,2.4237,168.7321,0.2504,172.4211,0.3275,0.8949,6.9914,2,Forward Head
170.4928,2.8272,175.1308,0.0839,176.1321,0.1239,0.9726,0.02,0,Good Posture
170.7644,2.0697,170.9204,0.0649,179.9365,0.1633,0.9769,2.3287,0,Good Posture
152.2637,5.3704,144.0057,0.1415,160.9729,0.213,0.991,10.7389,1,Slouching
168.7624,15.0595,170.4464,0.0915,156.2876,0.149,0.7556,20.6859,3,Lateral Tilt
178.0535,2.2048,173.904,0.0537,173.9586,0.1006,0.992,1.0147,0,Good Posture
144.4989,5.7294,142.6461,0.2043,153.3972,0.2093,0.9458,11.1131,1,Slouching
144.0829,5.7928,143.7991,0.0994,158.8895,0.122,0.818,18.6959,1,Slouching
160.1821,2.1563,138.3254,0.1806,142.6576,0.1747,0.9239,11.8286,1,Slouching
160.7619,22.093,169.6097,0.1055,161.421,0.126,0.8294,18.2077,3,Lateral Tilt
171.0395,3.1727,171.2891,0.0236,179.5658,0.1259,0.9825,2.5197,0,Good Posture
153.8472,3.3082,138.4703,0.1531,161.8931,0.2056,0.8369,10.9859,1,Slouching
130.4255,6.8526,168.3251,0.3589,170.2597,0.3044,0.9001,3.5153,2,Forward Head
163.0968,0.9837,178.5823,0.0304,176.6068,0.1292,0.9878,1.6227,0,Good Posture
130.7919,8.1918,147.0206,0.2054,158.5536,0.2441,0.9187,21.7311,1,Slouching
139.1742,5.3422,162.9737,0.3645,170.7274,0.35,0.9128,5.284,2,Forward Head
160.3688,16.6911,162.0032,0.1171,168.4751,0.1918,0.8048,19.2123,3,Lateral Tilt
164.6104,20.7479,172.5446,0.1136,160.9031,0.1467,0.8242,21.0943,3,Lateral Tilt
177.0618,2.6075,171.2173,0.0684,184.3665,0.1406,0.9648,1.2736,0,Good Posture
158.9851,8.1202,139.0818,0.0966,151.9146,0.2174,0.9096,21.2657,1,Slouching
171.6149,1.9637,172.2889,0.0565,174.4629,0.1438,0.9754,2.3017,0,Good Posture
158.6963,0.0,148.4782,0.169,148.6355,0.217,0.9512,3.9159,1,Slouching
160.3976,22.2502,166.0393,0.0786,164.7164,0.0993,0.7411,16.35,3,Lateral Tilt
129.5466,3.1859,165.8003,0.2745,173.1491,0.3672,0.9221,3.2625,2,Forward Head
161.3093,3.2711,173.394,0.0482,178.9959,0.1238,0.9871,1.3468,0,Good Posture
157.8444,17.6499,163.2625,0.0547,167.6008,0.1217,0.6698,15.7941,3,Lateral Tilt
126.8409,0.9642,164.7113,0.2356,168.3982,0.391,0.9125,5.2529,2,Forward Head
152.6327,8.6554,162.6161,0.1358,155.8766,0.1833,0.9001,22.6644,1,Slouching
173.5883,3.9123,176.9546,0.0272,177.3955,0.1199,0.986,3.0025,0,Good Posture
138.5592,5.5654,139.7465,0.1396,142.9197,0.1912,0.8923,17.7014,1,Slouching
163.427,25.6509,161.7894,0.0192,170.011,0.1475,0.7821,14.7888,3,Lateral Tilt
169.3193,1.3202,177.0892,0.0691,178.2652,0.1496,0.9686,1.7095,0,Good Posture
162.161,20.5627,166.4504,0.0813,172.6527,0.1202,0.7455,17.9405,3,Lateral Tilt
167.0301,1.272,178.6926,0.0837,179.6886,0.1024,0.9999,1.2035,0,Good Posture
161.4938,22.8807,157.1185,0.0918,169.8127,0.1749,0.7908,11.284,3,Lateral Tilt
163.2282,1.8525,172.0342,0.0279,178.5397,0.1478,0.9892,0.0,0,Good Posture
162.9884,3.0315,160.8436,0.0653,174.9244,0.1519,0.73,23.3298,3,Lateral Tilt
161.0471,0.0,173.1794,0.0592,169.7575,0.11,0.9747,4.0825,0,Good Posture
167.1486,2.1596,174.2351,0.0801,170.0471,0.1418,0.9925,0.0,0,Good Posture
145.5961,8.0769,166.1361,0.1739,155.3946,0.2289,0.8854,26.9398,1,Slouching
153.2887,0.7311,137.239,0.1341,164.9012,0.2152,0.8613,13.4485,1,Slouching
166.9635,2.2256,176.0253,0.0875,180.8513,0.1085,0.971,2.7379,0,Good Posture
170.5323,16.7708,158.3116,0.0984,170.8464,0.1422,0.7655,22.8111,3,Lateral Tilt
168.4835,1.6946,173.255,0.0297,176.0522,0.0955,0.9803,0.845,0,Good Posture
141.2007,6.0567,171.0281,0.2874,159.0339,0.3349,0.9399,5.28,2,Forward Head
165.6195,21.0748,171.0179,0.0353,166.77,0.1534,0.8152,18.0327,3,Lateral Tilt
170.8614,17.5337,162.9749,0.0839,166.2344,0.1409,0.739,23.5434,3,Lateral Tilt
139.9677,5.8275,167.8833,0.307,176.4436,0.245,0.9303,7.6711,2,Forward Head
120.3706,2.0527,179.7722,0.3362,181.4771,0.3898,0.9473,5.6028,2,Forward Head
163.6605,14.4561,160.9033,0.1148,174.119,0.1685,0.8114,18.4637,3,Lateral Tilt
157.7492,16.9948,163.8206,0.1115,169.547,0.1884,0.8518,15.7175,3,Lateral Tilt
151.3194,7.9087,147.6148,0.0944,153.4344,0.2424,0.8979,17.5155,1,Slouching
173.4419,1.1254,174.4986,0.0557,177.2539,0.1521,0.9849,3.1023,0,Good Posture
165.0501,14.5565,163.4451,0.0921,171.3472,0.1366,0.6652,13.1748,3,Lateral Tilt
173.3714,13.4954,159.9366,0.0272,165.771,0.1249,0.8116,19.2195,3,Lateral Tilt
170.6732,14.6404,163.9834,0.1137,174.9157,0.1196,0.7909,19.4721,3,Lateral Tilt
145.8565,3.9646,150.5035,0.1255,154.5437,0.2474,0.9137,14.6998,1,Slouching
135.7382,2.6091,169.1889,0.3834,163.504,0.3407,1.0,5.5641,2,Forward Head
116.8749,5.36,172.2088,0.3049,171.0922,0.34,1.0,1.4735,2,Forward Head
163.9313,3.1259,173.7514,0.0274,176.65,0.1451,0.9746,2.5377,0,Good Posture
128.9175,0.0,167.9227,0.3051,176.6689,0.3994,0.9195,6.6024,2,Forward Head
143.2202,11.1406,139.6005,0.1339,170.9324,0.1667,0.878,14.2649,1,Slouching
159.6315,20.2916,161.426,0.1338,175.7242,0.1581,0.8617,18.324,3,Lateral Tilt
170.0877,15.6854,170.377,0.1133,173.4127,0.1202,0.7699,19.1973,3,Lateral Tilt
167.9343,1.7053,174.3824,0.0351,177.4697,0.089,0.9751,1.5727,0,Good Posture
126.5038,4.3382,175.4763,0.2623,165.3395,0.2199,0.9355,3.6737,2,Forward Head
165.016,15.3757,160.25,0.0634,164.1393,0.1596,0.7157,24.6661,3,Lateral Tilt
138.3115,9.2735,144.2664,0.1145,162.9811,0.1885,0.9304,13.5412,1,Slouching
137.3905,3.9745,136.9446,0.1519,150.4864,0.1402,0.9502,12.5116,1,Slouching
128.0271,1.7262,174.1702,0.229,172.4579,0.3146,0.9648,4.792,2,Forward Head
164.7205,17.607,166.0334,0.0761,167.3319,0.1167,0.8365,18.3826,3,Lateral Tilt
145.8229,5.448,133.7115,0.1821,156.917,0.2293,0.8243,16.5575,1,Slouching
163.4085,15.2919,164.5649,0.0625,170.4337,0.1459,0.8264,12.7453,3,Lateral Tilt
134.8549,4.4952,145.547,0.0801,157.6532,0.1581,0.9684,17.6198,1,Slouching
172.4863,1.4456,176.1313,0.0494,181.3782,0.119,0.9623,3.8929,0,Good Posture
141.019,2.3082,164.6505,0.3448,175.7011,0.3284,0.9603,4.9246,2,Forward Head
131.446,8.0198,140.4424,0.1357,176.1031,0.2121,0.8845,3.9735,1,Slouching
126.9798,0.0,165.0557,0.2845,174.4395,0.318,0.9638,7.6983,2,Forward Head
131.8016,1.7383,169.7294,0.2641,163.8706,0.2539,0.9406,2.7379,2,Forward Head
160.6361,13.3992,157.6142,0.0647,173.5135,0.1453,0.7482,22.0243,3,Lateral Tilt
168.8841,1.5804,177.3711,0.0568,179.7118,0.1394,0.9767,1.0816,0,Good Posture
142.5826,0.0,142.1095,0.1474,146.9152,0.1794,0.9612,18.3246,1,Slouching
167.3186,12.1625,164.2984,0.1405,168.5561,0.1302,0.8095,21.817,3,Lateral Tilt
150.1561,7.7847,141.0277,0.1039,157.1427,0.1671,0.8793,21.6264,1,Slouching
173.4766,3.3309,172.7101,0.0508,180.05,0.1158,0.9907,5.5458,0,Good Posture
121.0992,0.6938,171.8712,0.3199,176.2002,0.3362,0.9443,1.548,2,Forward Head
146.1642,3.1576,146.1279,0.2135,160.5632,0.1544,0.8955,10.9752,1,Slouching
166.7019,1.0871,173.4131,0.0289,181.6692,0.1148,0.9835,1.1445,0,Good Posture
161.7993,20.5401,161.434,0.0868,167.4991,0.1464,0.7524,16.3046,3,Lateral Tilt
174.9531,2.0319,175.9265,0.084,178.7223,0.172,0.9857,0.0,0,Good Posture
163.0123,11.0774,169.9386,0.0567,164.101,0.1698,0.667,10.382,3,Lateral Tilt
134.541,0.2064,139.9598,0.1793,153.4246,0.1814,0.9018,6.2715,1,Slouching
134.4473,2.7647,166.1781,0.3122,173.8985,0.3554,0.9753,5.8163,2,Forward Head
163.3001,27.7647,158.8723,0.084,167.9083,0.1365,0.7735,17.4196,3,Lateral Tilt
165.5339,3.8537,174.5323,0.039,178.4801,0.13,0.9912,4.1727,0,Good Posture
164.1359,12.3547,164.667,0.0133,169.6845,0.1536,0.8805,17.03,3,Lateral Tilt
155.2031,4.5449,149.2669,0.1836,164.7456,0.2423,0.9349,13.4246,1,Slouching
166.5335,17.9253,174.8629,0.0561,168.7301,0.1272,0.694,28.9582,3,Lateral Tilt
145.9076,5.5575,152.359,0.1908,150.2463,0.1754,0.8584,18.4941,1,Slouching
163.9226,0.0,173.6465,0.061,181.6008,0.1107,0.9759,3.7309,0,Good Posture
165.0368,12.5858,155.3737,0.1018,170.8953,0.154,0.8582,14.6748,3,Lateral Tilt
174.1982,1.1971,178.9522,0.054,184.2258,0.1062,0.9974,2.2969,0,Good Posture
127.8798,5.6922,167.2268,0.3736,171.9126,0.3554,0.9843,4.6131,2,Forward Head
146.7335,4.0899,143.2491,0.1806,146.6785,0.2778,0.8272,12.0117,1,Slouching
171.1825,0.0,179.4308,0.0266,178.6503,0.0981,0.9741,0.7441,0,Good Posture
172.7005,22.8425,167.604,0.0652,171.7497,0.0894,0.7649,20.9186,3,Lateral Tilt
168.433,0.6164,179.8461,0.0436,181.6515,0.1504,0.99,1.3526,0,Good Posture
174.4221,3.7805,176.9162,0.0271,182.9003,0.0971,0.983,0.8686,0,Good Posture
163.7867,30.9015,167.7163,0.0258,164.5517,0.1384,0.7952,11.4263,3,Lateral Tilt
133.2229,2.7209,169.0271,0.2886,174.6683,0.2427,0.9291,5.5931,2,Forward Head
120.4487,1.1435,171.2386,0.3115,172.4072,0.3353,0.9428,7.4857,2,Forward Head
167.8494,14.6197,169.9687,0.0724,165.9008,0.1407,0.7445,19.6434,3,Lateral Tilt
134.8525,0.0,164.4558,0.2834,174.8126,0.4449,0.9332,2.186,2,Forward Head
149.6189,4.614,156.2555,0.1306,162.6422,0.1985,0.8757,17.9627,1,Slouching
121.8981,0.0,167.8467,0.3409,176.4271,0.3407,0.9111,1.1359,2,Forward Head
129.4267,4.9824,170.9898,0.3149,173.8006,0.3148,0.9933,2.0416,2,Forward Head
169.1213,2.5357,179.4337,0.0396,175.5745,0.11,0.9892,2.4931,0,Good Posture
136.9809,5.3638,167.7342,0.2821,176.9091,0.2595,0.9532,2.2599,2,Forward Head
173.5475,1.3689,167.1874,0.054,179.3102,0.1281,0.9924,0.3934,0,Good Posture
172.7822,3.2737,174.1181,0.0486,173.4464,0.1129,0.9889,2.8628,0,Good Posture
142.45,1.9106,144.0132,0.1624,149.7545,0.1906,0.8624,20.5962,1,Slouching
139.1985,1.1025,172.245,0.2783,179.0128,0.3017,0.9148,6.3745,2,Forward Head
171.5969,2.9708,173.5504,0.0815,174.3227,0.0907,0.9822,3.5706,0,Good Posture
174.3859,1.0615,171.0423,0.0459,175.5999,0.1187,0.9924,1.314,0,Good Posture
136.2304,1.7855,167.1992,0.37,178.1566,0.3986,0.9315,7.4614,2,Forward Head
150.4908,2.4833,145.5427,0.0692,166.5356,0.1795,0.9022,13.4518,1,Slouching
166.9026,21.4535,165.7134,0.1281,170.2982,0.1674,0.788,21.3783,3,Lateral Tilt
158.1999,16.9357,160.1926,0.0784,171.4388,0.1699,0.8289,16.4718,3,Lateral Tilt
144.8061,8.6074,136.2378,0.0229,157.2327,0.2117,0.8324,10.1075,1,Slouching
154.4479,6.2098,137.2664,0.1182,155.8233,0.1074,0.9669,17.2087,1,Slouching
165.866,8.8719,167.2757,0.1032,167.6136,0.2112,0.739,16.1946,3,Lateral Tilt
170.6774,0.0,174.6663,0.0319,175.7934,0.1447,0.9909,2.9137,0,Good Posture
171.6774,14.1231,161.521,0.0752,176.9228,0.135,0.7003,15.4941,3,Lateral Tilt
139.1184,9.9686,143.0555,0.1501,163.5629,0.2509,0.8956,13.0588,1,Slouching
114.6561,0.1555,170.7265,0.3007,174.4221,0.3232,0.9571,3.3712,2,Forward Head
169.9145,0.8792,167.7273,0.0677,180.2105,0.1144,0.9807,2.7739,0,Good Posture
162.8079,21.058,165.1878,0.0754,179.4998,0.0968,0.8573,21.282,3,Lateral Tilt
131.5675,0.0,163.5283,0.377,168.2871,0.3822,0.9507,1.3815,2,Forward Head
138.1064,5.0901,127.7809,0.1851,142.5081,0.2601,0.8868,13.9417,1,Slouching
167.4921,4.7187,177.1233,0.0388,179.8972,0.1395,0.9862,0.0,0,Good Posture
160.8376,18.4768,164.1018,0.1034,160.1139,0.1145,0.6817,16.702,3,Lateral Tilt
140.1844,3.1003,138.1951,0.1284,161.0453,0.1911,0.846,23.8408,1,Slouching
170.9351,0.0,175.9926,0.0667,172.0188,0.1275,0.9923,0.1855,0,Good Posture
148.4265,5.2315,140.2495,0.1434,155.6286,0.1149,0.9183,10.1014,1,Slouching
169.8307,20.4564,159.362,0.1535,160.9819,0.1685,0.8059,12.1293,3,Lateral Tilt
141.9375,4.6288,141.8186,0.1026,151.8008,0.2108,0.8982,15.9125,1,Slouching
169.3737,16.4593,156.0342,0.0786,160.3149,0.2055,0.7221,17.1907,3,Lateral Tilt
138.482,5.5285,135.0014,0.1394,155.2698,0.2107,0.8554,20.9846,1,Slouching
137.1537,3.4224,166.6419,0.348,174.5876,0.2858,0.9002,4.4229,2,Forward Head
138.3444,3.0852,138.477,0.1074,171.9982,0.2533,0.9768,8.8855,1,Slouching
139.3086,0.0,164.7739,0.3839,170.2594,0.2543,0.9466,4.0492,2,Forward Head
165.8208,0.0,180.0,0.0279,177.3362,0.1145,0.9831,3.2236,0,Good Posture
168.0658,1.0817,176.4736,0.0428,177.5818,0.1348,0.9609,3.9775,0,Good Posture
147.85,8.7846,139.6625,0.1207,163.7686,0.217,0.8382,12.3035,1,Slouching
169.7211,18.9758,173.3263,0.0746,171.1241,0.1641,0.7742,21.8939,3,Lateral Tilt
